case,class,P0,P1,P2
776.png,2,0.000511805,0.063950591,0.935537577
639.png,0,0.599480152,0.397443324,0.003076499
473.png,0,0.894833028,0.104939885,0.000227076
1227.png,1,0.091388248,0.780810416,0.127801299
727.png,1,0.093076229,0.630457819,0.276465982
902.png,0,0.912205577,0.087541237,0.000253184
610.png,1,0.386528373,0.606029212,0.007442424
828.png,2,0.000112891,0.006536629,0.993350565
990.png,0,0.527542591,0.466694534,0.005762891
908.png,0,0.999758303,0.00024175,2.31E-08
1281.png,2,0.000124852,0.040531132,0.95934397
1253.png,0,0.999993443,6.52E-06,2.10E-11
998.png,2,0.000759776,0.115330607,0.883909583
980.png,0,0.996671915,0.003327671,3.85E-07
630.png,1,0.001220904,0.706742287,0.292036861
1181.png,0,0.999036074,0.000963771,2.03E-07
884.png,0,0.999808252,0.000191824,2.21E-08
1288.png,0,0.997434318,0.002565078,5.60E-07
1167.png,0,0.879103422,0.120407164,0.000489436
1152.png,0,0.999715745,0.000284177,1.23E-08
1163.png,2,0.000405031,0.086781569,0.912813365
1297.png,0,0.997429788,0.002569755,4.53E-07
1197.png,0,0.986403346,0.013592252,4.36E-06
1002.png,1,0.316550165,0.607656956,0.075792857
905.png,0,0.822274029,0.125928283,0.051797647
1308.png,0,0.999981046,1.89E-05,1.35E-10
915.png,0,0.998573303,0.001426657,6.07E-09
1159.png,1,0.000570492,0.708847821,0.290581703
977.png,0,0.994471431,0.005447682,8.08E-05
737.png,0,0.654719412,0.297241837,0.048038803
986.png,0,0.997232378,0.002767666,1.84E-08
1006.png,1,0.002104678,0.993986011,0.00390924
896.png,0,0.964526117,0.035156053,0.000317762
951.png,0,0.999993682,6.36E-06,2.83E-11
942.png,0,0.948050618,0.051897515,5.19E-05
1200.png,0,1,4.71E-09,7.40E-18
1266.png,0,0.999899149,0.000100855,4.69E-09
1214.png,0,0.999982476,1.76E-05,5.09E-11
627.png,1,0.081183933,0.918494463,0.000321646
965.png,0,0.999912977,8.70E-05,3.36E-09
612.png,1,0.056779757,0.913310409,0.029909881
1268.png,0,0.974012852,0.025960518,2.66E-05
1185.png,0,0.999999762,2.86E-07,1.32E-14
576.png,1,0.002825206,0.782029331,0.215145469
892.png,0,0.988900542,0.011065849,3.36E-05
1240.png,2,0.007121089,0.187678725,0.805200219
930.png,0,0.999978542,2.15E-05,4.49E-10
422.png,0,0.517225206,0.456060857,0.026713923
1173.png,0,0.999285877,0.000714087,8.54E-08
402.png,1,0.002831609,0.575710118,0.421458215
589.png,0,0.971422553,0.028036864,0.000540524
555.png,1,0.408077329,0.571771502,0.020151161
967.png,0,0.998591244,0.001408158,6.32E-07
891.png,0,0.996151149,0.003848016,8.46E-07
635.png,1,0.004649315,0.587046027,0.408304632
1211.png,1,0.00136932,0.79248631,0.206144378
1303.png,0,0.927212775,0.072764903,2.23E-05
268.png,0,0.984895051,0.015104617,3.09E-07
653.png,1,0.001411239,0.579900026,0.418688744
758.png,0,0.999358118,0.000641742,1.68E-07
939.png,0,0.999373615,0.000626266,1.24E-07
993.png,1,0.051204517,0.948512435,0.000283071
1132.png,0,0.999962568,3.74E-05,1.35E-11
1238.png,1,0.000960809,0.988820612,0.010218586
1161.png,1,0.013707236,0.979686737,0.006606014
1178.png,2,0.00078284,0.03518416,0.964032948
950.png,2,5.57E-05,0.262051255,0.737893045
1177.png,1,0.404691458,0.407267451,0.188041106
295.png,0,0.975569725,0.024234172,0.000196054
1242.png,2,0.026140664,0.19579877,0.778060496
1140.png,0,0.999796331,0.000203677,1.40E-08
1258.png,2,0.001226842,0.106497437,0.892275751
833.png,1,0.005522091,0.584902406,0.409575552
964.png,0,0.999963164,3.68E-05,3.69E-10
999.png,2,0.000112348,0.015538808,0.984348834
770.png,0,0.971702874,0.028091438,0.00020573
1150.png,0,0.999078155,0.000921774,1.45E-08
1138.png,0,0.999947309,5.27E-05,1.11E-09
1312.png,1,0.371606052,0.625048876,0.003345055
1289.png,0,0.986816347,0.01318218,1.51E-06
1273.png,0,0.999062002,0.000937997,3.56E-08
1176.png,0,0.554218054,0.435140222,0.010641756
997.png,1,0.059223849,0.770575702,0.170200437
1226.png,1,0.468385845,0.531377494,0.000236691
1208.png,0,0.997137547,0.002862225,2.35E-07
638.png,1,0.047442511,0.952532172,2.54E-05
404.png,0,0.980229378,0.019718651,5.20E-05
1241.png,1,4.50E-05,0.784621477,0.215333477
1151.png,0,0.999890208,0.000109835,1.00E-08
1277.png,0,0.842997909,0.156714603,0.000287502
1290.png,0,0.999717295,0.000282739,1.40E-08
925.png,0,0.996840358,0.003159575,1.51E-07
1282.png,1,0.069343358,0.924928844,0.005727813
1278.png,0,0.516498864,0.481478959,0.002022128
623.png,1,0.016144056,0.953873754,0.029982183
1215.png,0,0.62364018,0.371538103,0.004821701
1124.png,2,0.002946953,0.104546875,0.892506242
1223.png,2,0.000767082,0.101382859,0.897849977
626.png,0,0.817220926,0.180247262,0.002531782
1123.png,0,0.999486208,0.00051374,1.91E-08
1118.png,0,0.866411448,0.131645396,0.001943158
1287.png,0,0.9996593,0.000340698,3.61E-08
462.png,1,0.023490436,0.840894818,0.135614708
1295.png,0,0.976935804,0.022748804,0.000315375
320.png,0,0.888518691,0.111457758,2.36E-05
1135.png,1,0.000758829,0.999186337,5.48E-05
1157.png,0,0.999810874,0.000189107,6.26E-09
1262.png,2,0.093571804,0.386271805,0.520156443
789.png,0,0.993992865,0.006002927,4.16E-06
1300.png,0,0.986604631,0.013393583,1.75E-06
838.png,2,1.50E-06,0.003349648,0.996648848
1170.png,0,0.516083896,0.483270973,0.0006451
611.png,1,0.454097211,0.544625461,0.001277298
1007.png,0,0.422044963,0.350463241,0.227491766
1275.png,0,0.999974728,2.52E-05,7.69E-11
546.png,0,0.989372313,0.010625474,2.26E-06
1301.png,0,0.997704208,0.002295755,4.16E-08
979.png,0,0.999951124,4.88E-05,7.26E-10
1294.png,0,0.869091272,0.129997462,0.000911341
946.png,2,1.02E-07,0.00028892,0.999710977
1000.png,0,0.694128752,0.22800836,0.077862918
631.png,0,0.780506313,0.217622042,0.001871619
1180.png,0,0.999130547,0.000869062,3.21E-07
1299.png,2,0.019738019,0.444966912,0.535295069
792.png,2,2.05E-09,0.000101198,0.999898791
1209.png,0,0.925144196,0.074447401,0.000408366
479.png,1,0.145359412,0.854598761,4.18E-05
1237.png,2,3.99E-05,0.025627829,0.974332333
1113.png,1,0.019164365,0.979018211,0.001817436
968.png,0,0.98676759,0.013213195,1.91E-05
569.png,1,0.257476121,0.633369625,0.109154262
899.png,0,0.727493405,0.260784835,0.01172181
1009.png,0,0.999578059,0.000421966,4.56E-08
936.png,1,0.024188183,0.973689318,0.002122546
840.png,1,0.000800487,0.997880101,0.001319404
975.png,0,0.999805152,0.000194872,1.75E-08
906.png,0,0.999994993,4.97E-06,1.36E-12
1269.png,0,0.99999249,7.50E-06,8.42E-12
945.png,2,0.006431154,0.13247627,0.861092567
783.png,0,0.839959145,0.159978822,6.21E-05
1149.png,0,0.852625906,0.143618628,0.003755443
1298.png,2,0.026345707,0.39417994,0.57947433
1174.png,1,0.325361937,0.673113823,0.001524184
802.png,1,0.002493623,0.707309306,0.290197045
1158.png,1,0.447569519,0.461404711,0.091025792
464.png,0,0.9995327,0.000467178,1.54E-07
919.png,0,0.930807233,0.069004655,0.000188046
799.png,1,0.0526147,0.838692725,0.108692609
1250.png,2,0.019351441,0.363757342,0.616891205
903.png,0,0.998378038,0.001621633,4.15E-07
1216.png,1,0.178315297,0.800647259,0.021037444
1117.png,0,0.999997139,2.90E-06,9.53E-13
972.png,0,0.999969602,3.04E-05,3.02E-10
587.png,1,0.48913306,0.489843309,0.021023603
1285.png,0,0.997500241,0.002499728,3.31E-08
973.png,0,0.999948859,5.12E-05,1.21E-09
920.png,0,0.999851227,0.000148704,1.31E-08
1309.png,1,0.000372264,0.999613822,1.39E-05
1154.png,0,0.987084568,0.012908642,6.88E-06
548.png,0,0.997211993,0.002784845,3.24E-06
1222.png,0,0.961310625,0.03627276,0.002416607
882.png,2,0.010224207,0.353986055,0.635789752
1235.png,1,0.005689781,0.952235937,0.042074278
974.png,0,0.99795109,0.002048875,7.96E-08
1244.png,0,0.56430167,0.435665309,3.30E-05
1134.png,0,0.987719297,0.012276444,4.25E-06
971.png,0,0.620459378,0.376484334,0.003056337
1264.png,1,0.362298995,0.637122154,0.000578778
1110.png,0,0.999915957,8.41E-05,1.18E-09
1293.png,0,0.980145991,0.019839318,1.47E-05
1119.png,0,0.583738804,0.413870752,0.00239044
1199.png,0,1,3.96E-09,6.94E-18
1114.png,0,0.947748125,0.052185688,6.62E-05
987.png,0,0.846154153,0.14944607,0.004399796
941.png,0,0.999980569,1.94E-05,3.76E-11
1126.png,0,0.999987841,1.22E-05,2.37E-11
1205.png,0,0.999328732,0.000671311,4.99E-08
1168.png,0,0.997929573,0.002069493,1.00E-06
528.png,0,0.72488904,0.274800897,0.000310087
1003.png,0,0.54846698,0.266017169,0.185515925
992.png,0,0.990233779,0.009760649,5.53E-06
933.png,2,0.000387385,0.02627016,0.973342478
298.png,2,2.36E-05,0.002235833,0.997740507
898.png,0,0.968104064,0.031858403,3.75E-05
1183.png,0,0.995331109,0.004668557,3.99E-07
1004.png,1,0.372576237,0.577659845,0.049763899
969.png,0,0.928467989,0.071451128,8.09E-05
888.png,0,0.999917507,8.25E-05,7.52E-09
955.png,0,0.876116693,0.111380443,0.01250282
1249.png,0,0.999988198,1.18E-05,7.41E-11
953.png,1,0.018618543,0.973994792,0.007386651
1271.png,0,0.999999642,3.42E-07,3.26E-14
917.png,0,0.92863214,0.071342483,2.53E-05
871.png,1,0.024047861,0.974229395,0.001722785
1146.png,0,0.992107809,0.007889165,2.91E-06
1130.png,2,2.06E-05,0.01111573,0.988863707
621.png,0,0.999698639,0.000301356,4.54E-08
825.png,2,0.001569805,0.123208873,0.875221372
1160.png,1,0.014095333,0.815901816,0.170002878
1310.png,0,0.999961972,3.80E-05,2.87E-10
970.png,0,0.992985189,0.007013964,7.82E-07
1145.png,1,0.00397947,0.549199343,0.446821183
947.png,2,0.000228306,0.052598104,0.947173595
991.png,0,0.724131167,0.275679588,0.000189205
931.png,0,0.999284923,0.000714998,1.54E-07
1254.png,0,0.999948144,5.18E-05,4.55E-10
578.png,2,0.046212606,0.414071858,0.539715588
961.png,2,7.92E-06,0.012224223,0.987767875
887.png,0,0.999209642,0.000790199,1.01E-07
894.png,0,0.999902844,9.71E-05,1.29E-09
966.png,0,0.997531652,0.002464606,3.69E-06
794.png,1,0.333576351,0.620261431,0.046162244
826.png,2,0.012469796,0.260185868,0.727344275
1153.png,0,0.997976601,0.002022093,1.30E-06
1182.png,0,0.979841352,0.020145694,1.29E-05
1164.png,1,0.381636351,0.438484579,0.179879114
1147.png,0,0.999892712,0.000107227,1.73E-09
1276.png,0,0.99988544,0.000114577,1.33E-09
1252.png,0,0.997993112,0.002006904,2.43E-08
1302.png,0,0.999714196,0.000285821,6.23E-09
982.png,0,0.90100354,0.098953426,4.30E-05
797.png,0,0.916154146,0.083794177,5.17E-05
916.png,0,0.999997854,2.15E-06,2.42E-12
1162.png,0,0.997736335,0.002262322,1.31E-06
1166.png,1,0.20392935,0.584647417,0.211423263
562.png,0,0.999809206,0.000190815,1.66E-10
1228.png,1,0.214237615,0.622697711,0.163064659
413.png,1,0.000857243,0.99885428,0.000288445
1221.png,0,0.999703944,0.000296022,2.36E-08
1304.png,1,0.00137953,0.540238261,0.458382189
1121.png,0,0.999965191,3.48E-05,6.14E-11
1245.png,0,0.999999166,7.95E-07,5.75E-14
976.png,0,0.993265867,0.00673335,7.82E-07
929.png,1,0.274909228,0.724511206,0.000579586
1306.png,1,0.004009749,0.991703331,0.004286933
922.png,2,0.000193292,0.048022263,0.951784432
1225.png,0,0.609555066,0.379148513,0.011296351
1196.png,0,0.999965191,3.48E-05,6.35E-10
1202.png,0,0.999207795,0.000792087,1.78E-07
779.png,2,0.057740502,0.347714484,0.594545066
437.png,1,0.476309031,0.515286624,0.008404353
935.png,0,0.999989867,1.01E-05,1.63E-11
664.png,2,1.29E-07,0.001265093,0.998734772
1195.png,0,0.999765694,0.000234369,3.25E-09
736.png,0,0.998265207,0.001733582,1.20E-06
911.png,0,0.999475062,0.000524872,1.08E-07
1265.png,0,0.770457447,0.229342371,0.000200231
1190.png,2,0.145905659,0.221542552,0.632551789
834.png,1,0.006825727,0.65668714,0.336487174
1198.png,0,0.999999881,1.36E-07,1.08E-14
800.png,0,0.80996263,0.187435552,0.002601865
829.png,1,0.025753386,0.51866132,0.455585271
1192.png,0,0.99997592,2.40E-05,7.26E-10
886.png,0,0.999997139,2.84E-06,4.35E-12
988.png,0,0.859614193,0.140042052,0.000343678
914.png,0,0.999876499,0.000123472,7.82E-09
636.png,1,0.07110437,0.927134395,0.001761256
491.png,0,0.551968992,0.282947809,0.1650832
1272.png,0,0.99952209,0.000477965,1.74E-08
897.png,0,0.998936832,0.001062614,6.15E-07
1213.png,1,0.001044745,0.998008192,0.000947123
618.png,1,0.25733304,0.736977875,0.00568912
641.png,2,0.009953865,0.433386326,0.556659818
1239.png,1,0.000421025,0.892464519,0.107114382
885.png,0,0.999469578,0.000530413,2.93E-08
1142.png,0,0.99978739,0.000212653,2.00E-08
984.png,0,0.98792994,0.012060175,9.94E-06
1128.png,0,0.996855736,0.003142792,1.45E-06
409.png,0,0.999992847,7.19E-06,3.10E-11
1115.png,2,3.81E-09,3.82E-05,0.999961853
958.png,0,0.999891996,0.000108036,4.87E-09
771.png,0,0.997941673,0.002055855,2.52E-06
1204.png,0,0.999912858,8.71E-05,2.20E-09
960.png,0,0.989099801,0.010868192,3.19E-05
1001.png,1,0.000107851,0.981569171,0.018322911
940.png,2,0.000644198,0.164128497,0.835227311
932.png,1,0.002589641,0.941057026,0.056353275
1274.png,0,0.971227765,0.028751193,2.11E-05
926.png,0,0.999758661,0.000241365,3.42E-08
952.png,1,0.001996113,0.695794821,0.302209079
1137.png,0,0.999643445,0.000356548,2.20E-08
656.png,1,0.159237027,0.599214077,0.241548911
728.png,1,0.011918348,0.806862414,0.18121919
978.png,0,0.999858379,0.000141652,1.37E-09
1220.png,1,0.001930603,0.525030017,0.473039389
1112.png,0,0.956990778,0.042612772,0.000396389
1133.png,0,0.960619211,0.039303556,7.73E-05
787.png,1,0.005253483,0.985693932,0.009052609
1131.png,2,3.35E-08,5.98E-05,0.999940276
535.png,0,0.573030293,0.406992793,0.019976955
1116.png,2,2.49E-12,6.08E-07,0.999999404
981.png,0,0.999846101,0.000153828,8.33E-09
1169.png,1,0.381281167,0.616275311,0.002443495
1184.png,0,0.995004117,0.004995025,8.01E-07
161.png,0,0.93558085,0.06434793,7.12E-05
956.png,1,0.026890015,0.960653067,0.012456899
1261.png,1,0.002965269,0.972842515,0.024192177
996.png,1,0.000744918,0.834589601,0.164665431
1144.png,0,0.999996543,3.45E-06,5.38E-12
963.png,1,0.002532544,0.994971871,0.002495603
1156.png,0,0.999593437,0.000406526,4.67E-08
904.png,0,0.92565912,0.074307628,3.33E-05
785.png,1,0.457179099,0.483943909,0.058877066
1187.png,0,0.987775326,0.012221307,3.24E-06
488.png,0,0.999205649,0.000794031,3.78E-07
923.png,0,0.994612336,0.005385583,2.18E-06
285.png,1,0.001772389,0.994471431,0.003756252
912.png,0,0.999993324,6.70E-06,2.84E-11
719.png,0,0.995016515,0.004980998,2.47E-06
1165.png,2,0.000192071,0.018408298,0.981399596
1236.png,2,7.20E-06,0.004918632,0.995074093
1201.png,0,0.999999881,6.31E-08,2.31E-15
741.png,0,0.999994159,5.82E-06,7.74E-12
1218.png,0,0.616257489,0.383181393,0.000561144
300.png,0,0.999565065,0.000434869,4.59E-08
806.png,1,0.26271823,0.737186015,9.57E-05
928.png,1,0.014805314,0.730329096,0.254865557
1296.png,1,0.013502544,0.976145983,0.010351466
1122.png,1,0.01155407,0.577671528,0.41077441
1260.png,0,0.531254232,0.297167808,0.17157799
1232.png,0,0.999999166,8.33E-07,3.81E-14
1193.png,0,0.999065578,0.000934344,1.64E-07
564.png,1,0.09626767,0.897442639,0.006289713
1263.png,0,0.849142194,0.141722724,0.009135121
1189.png,0,0.999997497,2.50E-06,2.81E-12
959.png,2,0.009609664,0.287287414,0.703103006
900.png,0,0.983164012,0.016829051,6.93E-06
649.png,1,0.018101981,0.68243885,0.299459189
1259.png,1,0.028448543,0.61124295,0.360308498
657.png,2,0.049723402,0.284060091,0.666216493
1234.png,1,0.008732465,0.808227062,0.18304047
1172.png,1,0.3218005,0.651306033,0.026893508
957.png,1,0.323563665,0.508524418,0.167911872
1256.png,1,0.003466093,0.994303763,0.002230075
