case,class,P0,P1,P2
1171.png,2,0.011507631279528141,0.17908942699432373,0.8094028830528259
828.png,2,0.004841675981879234,0.13315574824810028,0.8620025515556335
1184.png,0,0.6850523352622986,0.2829885184764862,0.031959231942892075
1259.png,2,0.005501448176801205,0.1477622091770172,0.8467363119125366
562.png,0,0.7735335826873779,0.22062282264232635,0.005843577906489372
1137.png,0,0.8087787628173828,0.18893301486968994,0.002288196235895157
404.png,0,0.6546624302864075,0.2969588041305542,0.04837876930832863
1310.png,0,0.5122348070144653,0.3373347818851471,0.15043042600154877
953.png,1,0.1305292546749115,0.6473768949508667,0.2220938503742218
1285.png,0,0.7134872674942017,0.26630207896232605,0.02021065540611744
1188.png,0,0.7064864039421082,0.27073046565055847,0.02278324030339718
1180.png,0,0.7450754642486572,0.24385234713554382,0.011072186753153801
789.png,0,0.7599120736122131,0.23205910623073578,0.00802876241505146
1006.png,2,0.0011011973256245255,0.09759078919887543,0.901308000087738
1294.png,2,0.14643001556396484,0.33676931262016296,0.5168006420135498
1194.png,2,0.10703551024198532,0.3194177746772766,0.5735467076301575
1122.png,1,0.2661542594432831,0.5236236453056335,0.210222065448761
1228.png,2,0.18255828320980072,0.35132548213005066,0.4661162197589874
1306.png,2,0.2066396027803421,0.35953429341316223,0.4338260889053345
900.png,0,0.7792055010795593,0.21571356058120728,0.00508094159886241
1192.png,0,0.7602412700653076,0.23178865015506744,0.007970048114657402
957.png,2,0.005841586273163557,0.17540034651756287,0.8187580704689026
569.png,1,0.31409525871276855,0.3505868911743164,0.3353178799152374
1297.png,0,0.654165506362915,0.29714611172676086,0.04868841543793678
612.png,0,0.4002150595188141,0.32917702198028564,0.2706078886985779
1128.png,0,0.6461255550384521,0.30114609003067017,0.052728328853845596
161.png,0,0.4441370666027069,0.37418538331985474,0.18167750537395477
1162.png,0,0.7784184813499451,0.216399148106575,0.0051824236288666725
1234.png,2,0.2140313684940338,0.3528897762298584,0.4330788254737854
802.png,2,0.1373050957918167,0.33529967069625854,0.5273953080177307
825.png,2,0.1252993941307068,0.3435247838497162,0.5311758518218994
587.png,0,0.5245240926742554,0.34241989254951477,0.13305599987506866
932.png,2,0.06455928087234497,0.29941073060035706,0.6360300779342651
959.png,2,0.051980502903461456,0.27184218168258667,0.6761772632598877
1222.png,2,0.0016557708149775863,0.10706205666065216,0.8912822008132935
1304.png,2,0.019189318642020226,0.20442518591880798,0.7763855457305908
1163.png,2,0.0008362297667190433,0.08109084516763687,0.9180729389190674
1212.png,0,0.6493686437606812,0.29898858070373535,0.05164273455739021
1227.png,2,0.0013445953372865915,0.09959372133016586,0.8990616798400879
1174.png,0,0.7066318988800049,0.27063965797424316,0.022728480398654938
1223.png,2,0.0014676874270662665,0.0987887978553772,0.8997434973716736
546.png,0,0.736884355545044,0.25004005432128906,0.013075588271021843
578.png,2,0.12928251922130585,0.34711888432502747,0.5235986113548279
909.png,0,0.45120736956596375,0.342876672744751,0.20591600239276886
473.png,0,0.6978429555892944,0.2759097218513489,0.026247303932905197
1195.png,0,0.5132964253425598,0.34854623675346375,0.13815739750862122
737.png,0,0.668411135673523,0.2911253869533539,0.040463440120220184
1293.png,2,0.13799123466014862,0.3392043113708496,0.5228044986724854
1209.png,0,0.48547425866127014,0.3655502200126648,0.14897555112838745
928.png,2,0.021648408845067024,0.21702921390533447,0.7613223791122437
1117.png,0,0.8574098348617554,0.14214052259922028,0.00044959085062146187
997.png,2,0.000805370626039803,0.08552886545658112,0.9136657118797302
1308.png,2,0.12223341315984726,0.33683401346206665,0.5409325957298279
989.png,1,0.3860028088092804,0.39148783683776855,0.22250930964946747
649.png,2,0.12078013271093369,0.3849896192550659,0.4942302107810974
1275.png,0,0.756015956401825,0.23522809147834778,0.0087558813393116
623.png,0,0.568835973739624,0.3164653778076172,0.1146986186504364
987.png,0,0.6402519941329956,0.30890023708343506,0.05084775760769844
1257.png,0,0.774694561958313,0.21962326765060425,0.005682149901986122
1157.png,0,0.5386138558387756,0.3459676206111908,0.11541853100061417
840.png,2,0.07764702290296555,0.3066036105155945,0.6157493591308594
1113.png,0,0.42941048741340637,0.3420403003692627,0.22854919731616974
1211.png,2,0.021217945963144302,0.21936146914958954,0.75942063331604
1166.png,2,0.037329819053411484,0.32260146737098694,0.6400686502456665
635.png,2,0.0001880862982943654,0.06406495720148087,0.9357469081878662
641.png,2,0.06722356379032135,0.29209205508232117,0.6406843066215515
1134.png,0,0.5874241590499878,0.314494252204895,0.09808158129453659
1312.png,0,0.5014013051986694,0.3149561882019043,0.18364247679710388
935.png,0,0.8131893277168274,0.1847998946905136,0.0020108467433601618
1133.png,0,0.6519962549209595,0.2979947626590729,0.05000891536474228
488.png,0,0.7128583788871765,0.26670917868614197,0.020432421937584877
963.png,2,0.23524481058120728,0.3542481064796448,0.41050708293914795
1173.png,0,0.4864635169506073,0.346594899892807,0.1669415682554245
1266.png,0,0.8076034784317017,0.19002799689769745,0.002368512563407421
890.png,0,0.6851968765258789,0.28290465474128723,0.031898461282253265
901.png,0,0.7588583827018738,0.23292088508605957,0.008220774121582508
1250.png,2,0.0025397990830242634,0.11371507495641708,0.8837451338768005
986.png,0,0.7169855833053589,0.26400673389434814,0.019007673487067223
1245.png,0,0.850916862487793,0.14850863814353943,0.0005745446542277932
871.png,2,0.025378862395882607,0.22544147074222565,0.7491796612739563
1009.png,0,0.8396658897399902,0.15947523713111877,0.0008589423960074782
1124.png,2,0.04521828889846802,0.26100417971611023,0.6937775611877441
1260.png,0,0.5158130526542664,0.3379690945148468,0.14621788263320923
933.png,2,5.500750194187276e-05,0.03729681670665741,0.9626482129096985
1282.png,0,0.392080157995224,0.3574907183647156,0.2504291534423828
888.png,0,0.6810750961303711,0.28505024313926697,0.03387463465332985
560.png,0,0.7429563999176025,0.24548029899597168,0.011563275940716267
950.png,2,0.057785507291555405,0.28931528329849243,0.6528992056846619
982.png,0,0.6128081679344177,0.3321744501590729,0.05501732975244522
1150.png,1,0.4020352363586426,0.5641806721687317,0.033784110099077225
1110.png,0,0.7314786314964294,0.2539912164211273,0.014530165120959282
911.png,0,0.47677698731422424,0.3846972584724426,0.13852569460868835
1138.png,0,0.8721655607223511,0.1275872141122818,0.0002472895139362663
1301.png,0,0.7585034966468811,0.2332076132297516,0.008288898505270481
1116.png,2,7.638347597094253e-05,0.03805717080831528,0.9618664979934692
1204.png,0,0.7345812320709229,0.2517412602901459,0.0136775067076087
298.png,2,0.01968264766037464,0.20434878766536713,0.7759685516357422
951.png,0,0.7450821995735168,0.24385464191436768,0.011063178069889545
1125.png,2,0.04918798431754112,0.2714184522628784,0.6793935298919678
967.png,0,0.8086704015731812,0.18903294205665588,0.0022966305259615183
1292.png,0,0.7038927674293518,0.27231016755104065,0.02379709482192993
996.png,2,0.0038050145376473665,0.12828637659549713,0.8679086565971375
783.png,2,0.1390460878610611,0.335964560508728,0.5249893665313721
1272.png,0,0.5812318325042725,0.3152899146080017,0.1034783124923706
785.png,2,0.07940530776977539,0.33042463660240173,0.5901700258255005
999.png,2,0.00024817322264425457,0.054286889731884,0.9454649090766907
1265.png,0,0.7280144691467285,0.2564614415168762,0.015524124726653099
1290.png,0,0.6536551713943481,0.310761958360672,0.035582803189754486
998.png,2,0.03437409549951553,0.24297374486923218,0.7226521372795105
576.png,2,0.002743770834058523,0.13107889890670776,0.8661773204803467
945.png,2,0.00499430438503623,0.15916375815868378,0.8358420133590698
1172.png,2,0.1969967931509018,0.3775199055671692,0.4254833161830902
564.png,0,0.4493812620639801,0.32998207211494446,0.22063666582107544
1130.png,2,0.0012721014209091663,0.10110296308994293,0.8976249098777771
983.png,0,0.7810186147689819,0.21412399411201477,0.004857341758906841
648.png,0,0.7136932611465454,0.26616424322128296,0.020142508670687675
1187.png,0,0.8189244866371155,0.1793866753578186,0.0016887489473447204
728.png,2,0.05721621215343475,0.27779680490493774,0.6649869680404663
599.png,2,0.10379179567098618,0.33002161979675293,0.5661866068840027
1149.png,0,0.49069690704345703,0.37512561678886414,0.13417740166187286
917.png,1,0.23728175461292267,0.38347408175468445,0.3792441785335541
1216.png,0,0.39544984698295593,0.3294011354446411,0.27514898777008057
1005.png,2,0.0118302246555686,0.1762835532426834,0.811886191368103
1251.png,0,0.7535995244979858,0.2371641993522644,0.009236341342329979
1193.png,0,0.6464492082595825,0.3094620108604431,0.044088851660490036
1217.png,0,0.610924243927002,0.3243200182914734,0.06475572288036346
528.png,1,0.32186248898506165,0.43429455161094666,0.24384301900863647
1003.png,2,0.055057160556316376,0.2775535583496094,0.6673892736434937
925.png,0,0.752085268497467,0.2383754998445511,0.009539240039885044
793.png,0,0.5791370868682861,0.31856486201286316,0.10229814052581787
1114.png,0,0.6514039039611816,0.3207264244556427,0.0278696920722723
756.png,0,0.5520601272583008,0.326625794172287,0.1213141456246376
1220.png,2,8.162436279235408e-05,0.042294155806303024,0.9576241970062256
1142.png,0,0.7715640664100647,0.22231249511241913,0.00612345477566123
535.png,0,0.3775213956832886,0.3544475734233856,0.2680310308933258
1269.png,0,0.7932178378105164,0.2032431960105896,0.0035389570984989405
1178.png,2,1.3468304132402409e-05,0.022638630121946335,0.9773478507995605
1219.png,2,0.00570287462323904,0.161216601729393,0.833080530166626
1136.png,0,0.7797883152961731,0.21519972383975983,0.005011964589357376
1214.png,0,0.47517573833465576,0.3733515441417694,0.151472806930542
1151.png,0,0.7117217779159546,0.26744022965431213,0.02083798497915268
952.png,2,0.0008939537801779807,0.08488819748163223,0.9142178297042847
611.png,2,0.035282034426927567,0.24430757761001587,0.7204103469848633
947.png,2,0.007998448796570301,0.16472123563289642,0.8272802829742432
1252.png,0,0.756349503993988,0.23495423793792725,0.008696205914020538
1278.png,0,0.7427811026573181,0.2456073760986328,0.011611534282565117
1283.png,2,0.19763924181461334,0.34933292865753174,0.4530278444290161
770.png,0,0.7471832633018494,0.24222062528133392,0.010596083477139473
1004.png,2,0.019198765978217125,0.28838884830474854,0.6924123764038086
826.png,2,0.02815905027091503,0.24730469286441803,0.7245362401008606
719.png,0,0.6622332334518433,0.2938527762889862,0.04391387850046158
905.png,0,0.682051420211792,0.2845461666584015,0.03340236097574234
1165.png,2,0.0006400345591828227,0.07823599129915237,0.9211239814758301
1201.png,0,0.5395224690437317,0.3851935863494873,0.07528387755155563
904.png,0,0.6609752178192139,0.2943917512893677,0.04463303089141846
268.png,0,0.8488081693649292,0.15057070553302765,0.0006211443105712533
1159.png,2,0.0013201643014326692,0.08704864233732224,0.9116312265396118
1145.png,2,0.0013371423119679093,0.09433707594871521,0.9043257832527161
1001.png,2,0.08587691187858582,0.30993130803108215,0.604191780090332
1288.png,0,0.7468628883361816,0.24247688055038452,0.010660185478627682
995.png,2,0.00023236023844219744,0.05087945610284805,0.9488881826400757
806.png,0,0.5261341333389282,0.3553747236728668,0.11849122494459152
1126.png,0,0.8295890092849731,0.16920606791973114,0.0012048895005136728
402.png,0,0.43590009212493896,0.37669408321380615,0.1874057799577713
966.png,0,0.6497778296470642,0.3100857734680176,0.040136393159627914
1300.png,0,0.7848630547523499,0.21073222160339355,0.00440469803288579
1123.png,0,0.7589035630226135,0.23287898302078247,0.008217481896281242
1196.png,0,0.629088282585144,0.3056923449039459,0.06521941721439362
954.png,0,0.41892242431640625,0.33761611580848694,0.2434615045785904
1158.png,2,0.00035771902184933424,0.07082679122686386,0.928815484046936
631.png,0,0.6626397967338562,0.2936690151691437,0.04369121417403221
1146.png,0,0.7085289359092712,0.2694558799266815,0.022015174850821495
1183.png,0,0.46810999512672424,0.39460235834121704,0.13728764653205872
908.png,0,0.7969253659248352,0.19987548887729645,0.003199144499376416
968.png,0,0.8471506834030151,0.1521897315979004,0.0006595897721126676
1244.png,0,0.5711361765861511,0.3436167240142822,0.08524707704782486
985.png,0,0.5696555972099304,0.31641143560409546,0.1139330118894577
1177.png,2,4.0469763916917145e-05,0.03255615755915642,0.9674033522605896
980.png,0,0.7224945425987244,0.26029178500175476,0.017213745042681694
834.png,2,0.0016856848960742354,0.11333916336297989,0.8849751949310303
727.png,2,0.0031361901201307774,0.11727438122034073,0.8795893788337708
300.png,0,0.4720768332481384,0.34160923957824707,0.18631388247013092
903.png,0,0.6677525639533997,0.2914368212223053,0.04081065207719803
898.png,0,0.597375750541687,0.3433288335800171,0.05929533764719963
1179.png,0,0.6523908972740173,0.2978605329990387,0.049748603254556656
1235.png,2,0.07270346581935883,0.29868102073669434,0.6286154985427856
1296.png,1,0.31421002745628357,0.3794202208518982,0.30636975169181824
779.png,2,0.015824737027287483,0.19992280006408691,0.7842525243759155
930.png,0,0.7323017716407776,0.25339415669441223,0.0143040856346488
946.png,1,0.09993574023246765,0.5098269581794739,0.39023733139038086
1303.png,0,0.6513484716415405,0.2982303202152252,0.050421297550201416
1202.png,0,0.6070573329925537,0.3372637629508972,0.055678840726614
579.png,1,0.21768395602703094,0.4585374593734741,0.3237786293029785
797.png,0,0.4209313988685608,0.33932197093963623,0.23974661529064178
977.png,2,0.1318954974412918,0.3317776620388031,0.5363268852233887
1208.png,0,0.7579096555709839,0.23369018733501434,0.00840013474225998
962.png,0,0.7578400373458862,0.23374933004379272,0.008410656824707985
984.png,0,0.6007435917854309,0.31237494945526123,0.08688151836395264
1176.png,2,2.308719376742374e-05,0.028273699805140495,0.9717032313346863
976.png,0,0.7471991777420044,0.24221478402614594,0.010585976764559746
923.png,0,0.35635051131248474,0.34398746490478516,0.2996620535850525
1170.png,0,0.7447163462638855,0.24413339793682098,0.011150244623422623
610.png,2,0.07583677768707275,0.2973402738571167,0.6268230080604553
1131.png,2,0.003810374764725566,0.14518341422080994,0.8510062098503113
656.png,2,0.04238928481936455,0.25876253843307495,0.6988481879234314
907.png,0,0.8107417821884155,0.18709595501422882,0.002162321237847209
1280.png,2,0.00133901322260499,0.1247149184346199,0.8739460706710815
1240.png,2,0.0020005160477012396,0.19167985022068024,0.8063195943832397
1236.png,2,0.00021095725242048502,0.05568708851933479,0.9441019296646118
912.png,0,0.8540133237838745,0.1454750895500183,0.000511576421558857
1147.png,0,0.7024733424186707,0.27316007018089294,0.02436657063663006
1264.png,0,0.7163861989974976,0.2644021511077881,0.019211623817682266
972.png,0,0.8140992522239685,0.1839447170495987,0.0019560062792152166
462.png,1,0.23207373917102814,0.4490637183189392,0.31886252760887146
971.png,0,0.6430686712265015,0.30125412344932556,0.055677104741334915
897.png,0,0.7398278117179871,0.24784687161445618,0.012325325049459934
1274.png,0,0.7503697872161865,0.23972570896148682,0.009904573671519756
936.png,1,0.12569943070411682,0.4465057849884033,0.4277947247028351
409.png,0,0.8520116209983826,0.14743678271770477,0.0005516547826118767
621.png,0,0.7203024625778198,0.2617861330509186,0.017911389470100403
1111.png,2,0.028003377839922905,0.2980249524116516,0.6739716529846191
792.png,2,0.02998184598982334,0.3287745714187622,0.641243577003479
1302.png,0,0.5827497243881226,0.31511354446411133,0.10213665664196014
931.png,0,0.7384635210037231,0.2488716095685959,0.012664888985455036
800.png,2,0.2188817858695984,0.3528408706188202,0.4282773733139038
1164.png,2,0.23378631472587585,0.3537623882293701,0.41245129704475403
1256.png,2,0.06877883523702621,0.29807668924331665,0.6331444978713989
1237.png,2,0.008877093903720379,0.17729495465755463,0.8138279318809509
1258.png,2,0.049719370901584625,0.26957380771636963,0.6807068586349487
1119.png,0,0.6870096325874329,0.28194817900657654,0.03104221262037754
1152.png,0,0.5772520303726196,0.36359015107154846,0.05915785953402519
969.png,2,0.21861524879932404,0.3659108579158783,0.4154738783836365
1270.png,0,0.7572705149650574,0.23421335220336914,0.008516165427863598
555.png,0,0.3812916874885559,0.35179707407951355,0.26691120862960815
1309.png,2,0.021840795874595642,0.2294171005487442,0.7487421035766602
896.png,0,0.7223227024078369,0.2604173421859741,0.017259938642382622
1226.png,2,0.14279155433177948,0.33730262517929077,0.5199058651924133
902.png,0,0.6011590361595154,0.3122800588607788,0.08656090497970581
1189.png,0,0.7209325432777405,0.26136523485183716,0.017702210694551468
970.png,0,0.7262784242630005,0.25767627358436584,0.01604524441063404
1248.png,0,0.5238272547721863,0.40040838718414307,0.07576434314250946
942.png,0,0.6893365979194641,0.28067949414253235,0.029983850196003914
979.png,0,0.5026586651802063,0.38262397050857544,0.11471728980541229
1115.png,2,0.0001539597869850695,0.046740807592868805,0.9531052112579346
958.png,0,0.5738450288772583,0.3160402476787567,0.110114686191082
883.png,0,0.4691298305988312,0.37515881657600403,0.1557113528251648
929.png,0,0.7092957496643066,0.268979549407959,0.02172468975186348
1203.png,0,0.4341142177581787,0.38540878891944885,0.18047697842121124
1135.png,1,0.19544857740402222,0.4428461194038391,0.36170530319213867
736.png,0,0.7286472320556641,0.25602149963378906,0.015331188216805458
1008.png,0,0.8566228747367859,0.14291392266750336,0.0004631654010154307
981.png,0,0.7047942876815796,0.2717535197734833,0.023452188819646835
1262.png,2,0.21774481236934662,0.35558632016181946,0.4266688823699951
915.png,0,0.7546430826187134,0.23633094131946564,0.009026013314723969
1002.png,2,0.07492928951978683,0.3549632132053375,0.5701074600219727
886.png,0,0.7785747647285461,0.2162642627954483,0.005160944070667028
1160.png,2,0.0560135617852211,0.3159831166267395,0.6280032992362976
1291.png,0,0.5695925354957581,0.31642866134643555,0.11397884041070938
1213.png,1,0.2981474697589874,0.45214352011680603,0.24970896542072296
920.png,0,0.6765667796134949,0.28728970885276794,0.03614356368780136
1241.png,2,0.00013472155842464417,0.04563973844051361,0.9542255401611328
295.png,2,0.2414545863866806,0.36472803354263306,0.39381739497184753
664.png,2,0.03338855877518654,0.24130617082118988,0.7253052592277527
964.png,0,0.7171201705932617,0.2639142870903015,0.018965519964694977
1175.png,2,0.020652974024415016,0.21291841566562653,0.7664286494255066
891.png,0,0.7734036445617676,0.22073714435100555,0.005859232507646084
893.png,0,0.6027878522872925,0.31199684739112854,0.08521528542041779
1289.png,0,0.5033729076385498,0.3821670413017273,0.11446015536785126
630.png,2,0.035375673323869705,0.29190686345100403,0.6727174520492554
626.png,0,0.5021435022354126,0.3271254301071167,0.17073117196559906
657.png,2,0.01828850619494915,0.20330560207366943,0.7784059047698975
1190.png,2,0.0013933603186160326,0.14723971486091614,0.8513669371604919
1118.png,0,0.5543051958084106,0.33060088753700256,0.11509396880865097
894.png,0,0.7244535684585571,0.25895118713378906,0.016595253720879555
